# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	map\map2\scene1\scene1_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	map\map2\scene1\scene1.png	255	0	0
50	textures\Hazards_and_Interactables.png	203	102	185
60	textures\enemy_right.png	0	0	255
70	textures\enemy_left.png	0	0	255
80	textures\WaterWave.png	255	201	14

[MAP]
# TileSetID	MapY	MapX	TileSizeY	TileSizeX	MapMatrixPath

30	976	16	300101
30	1040	16	300101
30	1104	16	300101
30	1168	16	300101
30	1232	16	300101
30	1296	16	300101
30	1360	16	300101
30	1424	16	300101
30	1488	16	300101
30	1552	16	300101
30	1616	16	300101
30	1680	16	300101
30	1744	16	300101
30	1808	16	300101
30	1872	16	300101
30	1936	16	300101
30	2000	16	300101

#BOAT
31	512	32	310101	1714

#BOATBOMB
32	920	112	320001
32	1000	112	320001
32	1080	112	320001
32	1160	112	320001
32	1240	112	320001
32	1320	112	320001
32	1400	112	320001
32	1480	112	320001
32	1560	112	320001

#BOATWINDOW
33	912	112	330001
33	992	112	330001
33	1072	112	330001
33	1152	112	330001
33	1232	112	330001
33	1312	112	330001
33	1392	112	330001
33	1472	112	330001
33	1552	112	330001

#CANNON
34	732	319	340001
#TURTLE
36	312	80	360001	304	379
36	436	112	360001	432	446
#BIRD
37	331	483	370001	1	850
37	1698	483	370001	-1	1594
# GIMMICK
0	300	483	20101


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	992	16	0	1008	0	2
