# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	map\map2\map2_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	map\map2\scene1.png	255	0	0
50	textures\Hazards_and_Interactables.png	203	102	185
60	textures\enemy_right.png	0	0	255
70	textures\enemy_left.png	0	0	255
80	textures\WaterWave.png	255	201	14
90	textures\NES - Gimmick Mr Gimmick - Bosses-right.png	0	0	255
100	textures\NES - Gimmick Mr Gimmick - Bosses-left.png	0	0	255
110	textures\EnemyBoom.png	57	189	255
[MAP]
# TileSetID	MapY	MapX	TileSizeY	TileSizeX	MapMatrixPath

510001	4	172	37	205	90
510002	37	172	70	205	90
510003	76	172	109	205	90
510004	111	172	144	205	90
# WALK RIGHT
510005	836	172	869	205	100
510006	803	172	836	205	100
510007	764	172	797	205	100
510008	729	172	762	205	100
# CHOP LEFT
510009	5	208	51	239	90
510010	56	208	102	239	90
# CHOP RIGHT
510011	822	208	868	239	100
510012	771	208	817	239	100
#STUN LEFT
510013	0	243	33	276	90
510014	35	243	68	276	90
510015	70	243	103	276	90
#STUN RIGHT
510016	840	243	873	276	100
510017	805	243	838	276	100
510018	770	243	803	276	100
# DIE LEFT
510019	142	246	175	276	90
# DIE RIGHT
510020	698	246	731	276	100

# SWORD
# FLYING
520001	153	178	169	197	95
520002	173	173	184	197	95
520003	188	187	210	197	95
# ON GROUND
520004	173	1102	184	1126	97

# ENEMY BOOM
# walking rihgt
400001	0	0	16	32	110
400002	18	0	34	32	110
400003	36	0	52	32	110
# walking left
400011	54	0	70	32	110
400012	72	0	88	32	110
400013	90	0	106	32	110
# die right
400021	108	0	124	16	110
# die left
400031	126	0	142	16	110

# MINIBOOM
# walking
410001	108	16	124	32	110
410002	126	16	142	32	110
# die
410101	78	142	94	158	70
410102	61	142	77	158	70
410103	42	142	58	158	70
410104	23	142	39	158	70
410105	8	142	24	158	70
#IDLE ENEMY
420001	660	2	676	17	70


# id	ani1	ani2	ani3
#

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== GIMMICK=========
# idle right					
20101	20101	1000	20102	100
# idle left					
20151	20151	1000	20152	100
# walk right					
20201	20201	100	20202	100	20203	100	20204	100	20205	100	20206	100
# walk left					
20251	20251	100	20252	100	20253	100	20254	100	20255	100	20256	100
# jump right					
20301	20301	100
# jump left					
20351	20351	100
# stunned right
20401	20401	100	20402	100	20403	100	20404	100	20405	100	20406	100	20407	100	20408	100	20409	100
# stunned left
20451	20451	100	20452	100	20453	100	20454	100	20455	100	20456	100	20457	100	20458	100	20459	100
#die
20501	20501	200	20502	400	20503	600	20504	800

# MAGIC STAR
#SMALL
40100	40100	50	40101	50
40101	40104	100	40105	100	40102	100	40103	100

#BIG
40110	40110	50	40111	50

#DIE
40120	40120	50	40121	50	40122	50	40123	50	40124	50

#ENEMY BLACK
# WALKING RIGHT
50100	50100	100	50101	100	50102	100
# FLY
50200	50200	100	50201	100	50202	100	50203	100	50204	100
# WALKING FLY RIGHT
50300	50300	100	50301	100	50302	100	50303	100	50304	100	50305	100	50306	100	50307	50	50308	50	50309	50	50310	50	50311	50	50312	50	50313	50	50314	50

# WALKING LEFT
60100	60100	100	60101	100	60102	100
# FLY
60200	60200	100	60201	100	60202	100	60203	100	60204	100
# WALKING FLY LEFT
60300	60300	50	60301	50	60302	50	60303	50	60304	50	60305	50	60306	50	60307	50	60308	50	60309	50	60310	50	60311	50	60312	50	60313	50	60314	50

# FLY_SETTING
70100	50200	200	50201	400	50202	350	50203	300	50204	200

# FLY SETTING LEFT
70200	60200	200	60201	400	60202	350	60203	300	60204	200


#BRICK
30101	30101	100

#WATER
300101	300101	100	300102	100	300103	100

#BOAT
310101	310101	100

#BOATBOMB
320001	320001	100
320101	320101	100

#BOATWINDOW
330001	330001	100

#CANNON
340001	340001	100
340101	340101	200	340102	200	340103	200	340104	200

#CANNONBULLET
350001	350001	100

#TURTLE 
360001	360001	100	360002	100	360003	100	360004	100
360101	360101	100	360102	100	360103	100	360104	100
360201	360201	100	360202	100	360203	100	360204	100
360301	360301	100	360302	100	360303	100	360304	100

#BIRD 
370001	370001	1000	370002	1000	370003	1000	370004	1000
370101	370101	1000	370102	1000	370103	1000	370104	1000
370201	370201	100	370202	100	370203	100
370301	370301	100	370302	100	370303	100

# MAGIC STAR
#SMALL
40100	40100	50	40101	50
40101	40104	100	40105	100	40102	100	40103	100

#BIG
40110	40110	50	40111	50

#DIE
40120	40120	50	40121	50	40122	50	40123	50	40124	50

# ===== SWORD BOSS
# idle left
510001	510001	100
#idle right
510002	510005	100
# walk left
510003	510001	100	510002	100	510003	100	510004	100
# walk right
510004	510005	100	510006	100	510007	100	510008	100
# chop left
510005	510009	50	510010	50
# chop right
510006	510011	50	510012	50
# stun left
510007	510013	100	510014	100	510015	100
# stun right
510008	510016	100	510017	100	510018	100
# die left
510009	510019	100
#die right
510010	510020	100

#===TUBE===
150001	150001	100
150002	150002	100
150003	150003	100
150004	150004	100
150005	150005	100
150006	150006	100

#====== ENEMY BOOM ========
# walking left
400011	400011	100	400012	100	400013	100
# walking right
400001	400001	100	400002	100	400003	100
# die right
400021	400021	100
#die left
400031	400031	100

#====== MINIBOOM========
# walking
410001	410001	50	410002	50
410011	410101	50	410102	50	410103	50	410104	50	410105	50

#======IDLEENEMY====
420001	420001	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GIMMICK				
20101	20101	20151	20201	20251	20301	20351	20401	20451	20501

#MAGIC STAR
40100	40100	40101	40110	40120

#ENEMY BLACK : WAL_R	WAL_L	FLY_R	FLY_L	WAL_FLY_R	WAL_FLY_L

50100	50100	60100	50200	60200	50300	60300	70100	70200

# BRICK
30101	30101

#TUBE 
150001	150001	150002	150003	150004

# WATER
300101	300101

#BOAT
310101	310101	

#BOATBOMB
320001	320001	320101

#BOATWINDOW
330001	330001

#CANNON
340001	340001	340101

#CANNONBULLET
350001	350001

#TURTLE
360001	360001	360101	360201	360301

#BIRD
370001	370001	370101	370201	370301

#MAGIC STAR
40100	40100	40101	40110	40120

#SWORD BOSS
510001	510001	510002	510003	510004	510005	510006	510007	510008	510009	510010

# SWORD
520001	520001	520002

# ENEMY BOOM
400001	400001	400011	400021	400031

# MINIBOOM
410001	410001	40120

#IDLEENEMY
420001	420001	420001

[OBJECTS]
# type: 0 = Gimmick , 1 = Brick, 2 = Goomba, 4= Platforms Moving, 5 = Slope

# BRICK : type	x	y	ani_set_id	width	height
1	48	64	30101	96	48
1	176	64	30101	32	48
1	240	64	30101	32	48
1	304	64	30101	96	48
1	432	96	30101	32	80
1	496	64	30101	16	48
1	1760	48	30101	128	32

1	1584	208	30101	32	16
1	1632	160	30101	16	16
1	1648	112	30101	16	16
1	1664	64	30101	32	16

1	912	224	30101	656	16
1	1184	288	30101	224	48
1	1264	240	30101	64	16

1	896	256	30101	16	16
1	912	240	30101	16	16

1	688	288	30101	80	16
1	752	272	30101	144	16
1	672	240	30101	48	16
1	768	304	30101	64	32

1	16	272	30101	208	16
1	16	304	30101	64	32
1	80	288	30101	16	16
1	16	768	30101	16	464
1	32	768	30101	368	16
1	384	752	30101	16	160
1	320	592	30101	80	16
1	32	592	30101	240	32
1	256	560	30101	16	48
1	32	496	30101	80	16
1	64	464	30101	64	16
1	49	464	30101	15	144
1	128	432	30101	48	16
1	176	464	30101	176	16
1	256	448	30101	16	144
1	48	704	30101	16	16
1	96	688	30101	16	16
1	144	672	30101	16	16
1	192	656	30101	16	16
1	240	640	30101	16	16

1	864	464	30101	32	16
1	816	416	30101	32	16
1	864	352	30101	32	16

1	944	432	30101	304	16
1	1280	432	30101	304	16
1	1520	448	30101	96	16

1	1696	464	30101	48	16
1	1728	400	30101	32	16
1	1680	336	30101	32	16
1	1680	256	30101	368	16

#1	2058	768	30101	16	768

1	1568	768	30101	208	16
1	1744	752	30101	32	32
1	1792	784	30101	64	80
1	1728	704	30101	192	32
1	1872	752	30101	32	32
1	1568	768	30101	208	16
1	1568	816	30101	512	32

1	1568	752	30101	16	128
1	2064	752	30101	16	128
1	1584	656	30101	96	32
1	1696	688	30101	16	16
1	2000	688	30101	64	64
1	1984	672	30101	16	336
1	1968	656	30101	16	32
1	1952	640	30101	16	16
1	1568	624	30101	512	16

# WATER

30	16	16	300101
30	80	16	300101
30	144	16	300101
30	208	16	300101
30	272	16	300101
30	336	16	300101
30	400	16	300101
30	464	16	300101
30	528	16	300101
30	592	16	300101
30	656	16	300101
30	720	16	300101
30	784	16	300101
30	848	16	300101
30	912	16	300101
30	976	16	300101
30	1040	16	300101
30	1104	16	300101
30	1168	16	300101
30	1232	16	300101
30	1296	16	300101
30	1360	16	300101
30	1424	16	300101
30	1488	16	300101
30	1552	16	300101
30	1616	16	300101
30	1680	16	300101
30	1744	16	300101
30	1808	16	300101
30	1872	16	300101
30	1936	16	300101
30	2000	16	300101

#BOAT
31	512	32	310101	1714

#BOATBOMB
32	920	112	320001
32	1000	112	320001
32	1080	112	320001
32	1160	112	320001
32	1240	112	320001
32	1320	112	320001
32	1400	112	320001
32	1480	112	320001
32	1560	112	320001

#BOATWINDOW
33	912	112	330001
33	992	112	330001
33	1072	112	330001
33	1152	112	330001
33	1232	112	330001
33	1312	112	330001
33	1392	112	330001
33	1472	112	330001
33	1552	112	330001

#CANNON
34	732	319	340001
#TURTLE
36	312	80	360001	304	379
36	436	112	360001	432	446
#BIRD
37	331	483	370001	1	850
37	1698	483	370001	-1	1594
#ORANGEBOSS
48	1996	304	510001

# EnemyBoom
40	1824	656	400001	1684	1948
40	1904	656	400001	1684	1948
40	2016	720	400001	2004	2060
40	1616	688	400001	1592	1678

#IDLEENEMY
42	1696	704	420001

#MOVEAREA
#43	1776	752	310101	1664	700
43	1328	240	0	1856	768
43	1776	768	0	1168	240


# GIMMICK
0	1360	240	20101
#0	1568	592	20101

#TUBE
15	1328	240	150001	0
15	1344	240	150001	0
15	1360	240	150001	0


15	1856	784	150001	1
15	1856	768	150001	1
15	1856	752	150001	1

15	1776	784	150001	1
15	1776	768	150001	1
15	1776	752	150001	1


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	1464	240	0	1008	0	2
