# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	map\map1\scene4\scene4_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	map\map1\scene4\scene4.png	255	0	0
50	textures\Hazards_and_Interactables.png	203	102	185
60	textures\enemy_left.png	57	189	255
70	textures\enemy_right.png	57	189	255

[MAP]
# TileSetID	MapY	MapX	TileSizeY	TileSizeX	MapMatrixPath

1	208	96	30105	16	16
1	240	112	30105	16	16
1	224	112	30105	16	16
1	208	112	30102	16	16
1	240	128	30105	16	16
1	224	128	30104	16	16
1	240	144	30105	16	16
1	224	144	30104	16	16
1	240	160	30105	16	16
1	224	160	30104	16	16
1	240	176	30105	16	16
1	224	176	30105	16	16
1	208	176	30104	16	16
1	240	192	30105	16	16
1	224	192	30105	16	16
1	208	192	30104	16	16
1	240	208	30104	16	16
1	208	208	30104	16	16
1	240	224	30104	16	16
1	208	224	30101	16	16
1	160	224	30113	16	16
1	112	224	30113	16	16
1	240	240	30104	16	16
1	240	256	30104	16	16
1	240	272	30104	16	16
1	240	288	30105	16	16
1	224	288	30108	16	16
1	208	288	30108	16	16
1	192	288	30108	16	16
1	176	288	30108	16	16
1	160	288	30108	16	16
1	144	288	30107	16	16
1	240	304	30105	16	16
1	224	304	30102	16	16
1	208	304	30102	16	16
1	192	304	30102	16	16
1	176	304	30102	16	16
1	160	304	30105	16	16
1	144	304	30105	16	16
1	128	304	30108	16	16
1	112	304	30108	16	16
1	96	304	30108	16	16
1	80	304	30108	16	16
1	128	320	30105	16	16
1	112	320	30105	16	16
1	128	336	30102	16	16
1	112	336	30102	16	16
1	240	320	30104	16	16
1	240	336	30104	16	16
1	240	352	30104	16	16
1	240	368	30104	16	16
1	240	384	30104	16	16
1	208	336	30108	16	16
1	208	352	30105	16	16
1	208	368	30105	16	16
1	208	384	30105	16	16
1	192	336	30107	16	16
1	192	352	30104	16	16
1	192	368	30104	16	16
1	192	384	30105	16	16
1	176	384	30108	16	16
1	160	384	30108	16	16
1	144	384	30108	16	16
1	128	384	30108	16	16
1	112	384	30108	16	16
1	96	384	30108	16	16
1	80	384	30108	16	16
1	64	384	30108	16	16
1 	48	384	30108	16	16
1 	32	384	30108	16	16
1 	16	384	30108	16	16
1 	0	384	30105	16	16
1	0	368	30104	16	16
1	0	352	30104	16	16
1	0	336	30104	16	16
1	0	320	30104	16	16
1	0	304	30104	16	16
1	0	288	30104	16	16
1	0	272	30105	16	16
1	16	272	30102	16	16
1	32	272	30102	16	16
1	48	272	30103	16	16
1	0	256	30105	16	16
1	16	256	30105	16	16
1	32	256	30105	16	16
1	48	256	30106	16	16
1	80	256	30113	16	16
1	0	240	30105	16	16
1	16	240	30108	16	16
1	32	240	30108	16	16
1	48	240	30109	16	16
1	0	224	30106	16	16
1	0	208	30106	16	16
1	32	208	30102	16	16
1	48	208	30102	16	16
1	64	208	30103	16	16
1	0	192	30106	16	16
1	32	192	30104	16	16
1	48	192	30105	16	16
1	64	192	30106	16	16
1	0	176	30106	16	16
1	32	176	30107	16	16
1	48	176	30108	16	16
1	64	176	30109	16	16
1	0	160	30106	16	16
1	0	144	30106	16	16
1	0	128	30105	16	16
1	16	128	30102	16	16
1	32	128	30103	16	16
1	0	112	30105	16	16
1	16	112	30108	16	16
1	32	112	30109	16	16
1	0	96	30106	16	16
1	0	80	30106	16	16
1	0	64	30106	16	16
1	0	48	30106	16	16
1	0	32	30106	16	16
1	0	16	30106	16	16

#FIRE 
8	16	32	80001
8	32	32	80001
8	48	32	80001
8	128	32	80001

8	224	224	80001



#WORM
12	64	93	120001	64	80

#TUBE
15	224	16	150001	1
15	224	32	150001	1
15	224	48	150001	2
15	208	48	150001	0

15	16	176	150001	1
15	16	192	150001	1
15	16	208	150001	1
15	16	224	150001	3
15	32	224	150001	0

15	224	384	150001	1
15	224	368	150001	1
15	224	352	150001	1
15	224	336	150001	1

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2
