# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	map\map1\map1_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
50	textures\Hazards_and_Interactables.png	203	102	185
60	textures\enemy_right.png	0	0	255
70	textures\enemy_left.png	0	0	255
80	textures\tunnel.png	215	121	214
100	map\map1\scene1\scene1.png	255	0	0

[MAP]
# TileSetID	MapY	MapX	TileSizeY	TileSizeX	MapMatrixPath

#GUN
160001	85	2	101	18	50
160002	102	2	118	18	50

#BULLET
170001	102	22	118	38	50

						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== GIMMICK=========
# idle right					
20101	20101	1000	20102	100
# idle left					
20151	20151	1000	20152	100
# walk right					
20201	20201	100	20202	100	20203	100	20204	100	20205	100	20206	100
# walk left					
20251	20251	100	20252	100	20253	100	20254	100	20255	100	20256	100
# jump right					
20301	20301	100
# jump left					
20351	20351	100
# stunned right
20401	20401	100	20402	100	20403	100	20404	100	20405	100	20406	100	20407	100	20408	100	20409	100
# stunned left
20451	20451	100	20452	100	20453	100	20454	100	20455	100	20456	100	20457	100	20458	100	20459	100
#die
20501	20501	200	20502	400	20503	600	20504	800
	
# ==== BRICK ========
0	0	100


# ==== BRICK SPEED UP ===
30501	30501	50	30502	50	30503	50	30504	50

# ==== BRICK SPEED BACK ===
30511	30511	50	30512	50	30513	50	30514	50

# ====PLATFORMSMOVING===
30601	30601	100

# ===SLOPE=====
#BACK
30701	30701	100
30702	30702	100
#UP
30751	30751	100

#===TUBE===
150001	150001	100
150002	150002	100
150003	150003	100
150004	150004	100
150005	150005	100
150006	150006	100

# MAGIC STAR
#SMALL
40100	40100	50	40101	50
40101	40104	100	40105	100	40102	100	40103	100

#BIG
40110	40110	50	40111	50

#DIE
40120	40120	50	40121	50	40122	50	40123	50	40124	50

#ENEMY BLACK
# WALKING RIGHT
50100	50100	100	50101	100	50102	100
# FLY
50200	50200	100	50201	100	50202	100	50203	100	50204	100
# WALKING FLY RIGHT
50300	50300	100	50301	100	50302	100	50303	100	50304	100	50305	100	50306	100	50307	50	50308	50	50309	50	50310	50	50311	50	50312	50	50313	50	50314	50

# WALKING LEFT
60100	60100	100	60101	100	60102	100
# FLY
60200	60200	100	60201	100	60202	100	60203	100	60204	100
# WALKING FLY LEFT
60300	60300	50	60301	50	60302	50	60303	50	60304	50	60305	50	60306	50	60307	50	60308	50	60309	50	60310	50	60311	50	60312	50	60313	50	60314	50

# FLY_SETTING
70100	50200	200	50201	400	50202	350	50203	300	50204	200

# FLY SETTING LEFT
70200	60200	200	60201	400	60202	350	60203	300	60204	200

#DIE 
60500	60501	100	60502	100	60503	100

# ===FALLENBOMB ======
#idle
70001	70001	50	70002	50	70003	50	70004	50
#fall
70101	70101	100
#explode
70201	70201	50	70202	50	70203	50	70204	50

# ===FIRE====
80001	80001	100	80002	100	80003	100	80004	100

# ===SMALL PINION ===
90001	90001	100	90002	100	90003	100	90004	100

# ===PINION ===
100001	100001	100	100002	100	100003	100	100004	100
100011	100011	100	100012	100	100013	100	100014	100
100021	100021	100	100022	100	100023	100	100024	100
100031	100031	100	100032	100	100033	100	100034	100

# ===CORD===
110001	110001	100	110002	100	110003	100	110004	100
110011	110011	100	110012	100	110013	100	110014	100
110021	110021	100	110022	100	110023	100	110024	100
110031	110031	100	110032	100	110033	100	110034	100

# ===WORM===
120001	120001	230	120002	230
120011	120011	230	120012	230

# ===SWING===
130001	130001	100

130011	130011	100	130012	100

130021	130021	100

130031	130031	100

# ===TUNNEL===
140001	140001	100
140002	140002	100
140003	140003	100

#===GUN===
160001	160001	2200	160002	250
170001	170001	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GIMMICK				
20101	20101	20151	20201	20251	20301	20351	20401	20451	20501

# BRICK
0	0


# BRICK SPEED UP
30501	30501

# BRICK SPEED BACK
30511	30511


# PLATFORMSMOVING
30601	30601

# SLOPE
30701	30701
30751	30751
30702	30702

#TUBE 
150001	150001	150002	150003	150004

#MAGIC STAR
40100	40100	40101	40110	40120

#ENEMY BLACK : WAL_R	WAL_L	FLY_R	FLY_L	WAL_FLY_R	WAL_FLY_L

50100	50100	60100	50200	60200	50300	60300	70100	70200	60500

#FALLENBOMB
70001	70001	70101	70201

#FIRE
80001	80001

#SMALL PINION
90001	90001

#PINION
100001	100001	100011	100021	100031

#CORD
110001	110001	110011	110021	110031

#WORM
120001	120001	120011

#SWING
130001	130001	130011	130021	130031

#TUNNEL
140001	140001	140002	140003

#TUBE 
150001	150001	150002	150003	150004

#GUN
160001	160001	

#BULLET
170001	170001	70201

[OBJECTS]
# type: 0 = Gimmick , 1 = Brick, 2 = Goomba, 4= Platforms Moving, 5 = Slope, 6 = ENEMY BLACK
#7 = Fallen Bomb, 8 = Fire

# BRICK : type	x	y	ani_set_id	width	height

1	16	416	0	192	32
1	0	768	0	16	384
1	0	768	0	176	16
1	16	624	0	160	32
1	48	656	0	64	32
1	208	432	0	32	48
1	240	416	0	48	32
1	288	448	0	96	64
1	256	496	0	16	16
1	304	496	0	16	16
1	352	496	0	16	16
1	400	496	0	16	16
1	416	464	0	16	16

1	384	416	0	16	32
1	464	416	0	16	32
1	576	416	0	32	32
1	704	416	0	16	32
1	784	416	0	16	32
1	912	416	0	80	32

1	512	432	0	32	48
1	512	433	0	33	48
1	640	432	0	32	48

1	880	480	0	32	96
1	944	464	0	64	32

1	1008	768	0	16	384
1	992	528	0	16	16
1	944	592	0	32	16

1	896	624	0	16	16
1	832	624	0	16	16
1	768	624	0	16	16
1	688	624	0	32	16
1	608	624	0	16	16

1	560	672	0	16	16
1	864	448	0	16	64
1	864	448	0	16	64

#2
1	512	384	0	480	32
1	512	384	0	32	272
1	512	384	0	16	384
1	960	384	0	32	48
1	768	384	0	32	80
1	624	384	0	48	64
1	1008	384	0	16	192

1	960	304	0	48	112
1	864	256	0	48	64
1	800	256	0	32	64

1	560	320	0	16	16

1	736	224	0	32	32
1	688	224	0	32	32

1	560	272	0	32	80
1	560	208	0	464	16

#3
1	560	192	0	736	32
1	560	192	0	32	80
1	640	192	0	32	80
1	1056	192	0	48	64
1	1216	192	0	80	96

1	528	16	0	768	16

1	528	80	0	16	80

1	592	32	0	16	32
1	688	32	0	16	32
1	960	32	0	64	32
1	1136	32	0	48	32

1	640	64	0	16	64
1	736	64	0	32	64
1	1072	64	0	16	64
1	1248	64	0	48	64

1	736	128	0	48	16

1	800	96	0	32	96

1	960	96	0	48	16
1	1152	96	0	48	16

#4
1	1792	576	0	16	480
1	1776	64	0	64	64

1	1840	32	0	16	32
1	1968	32	0	64	32

1	2032	576	0	16	576

1	1776	16	0	272	16
1	1792	192	0	48	96

1	1792	208	0	224	32
1	1984	192	0	32	144
#
1	1856	224	0	64	16
1	1936	224	0	80	32

1	1952	256	0	80	16
1	1856	272	0	32	16
1	2000	304	0	16	64
1	2016	400	0	16	160
1	2000	416	0	16	64
1	1808	320	0	32	32

1	1824	400	0	48	48
1	1904	416	0	16	16
1	1952	416	0	16	16

1	1872	448	0	16	16
1	1808	464	0	48	48

1	1936	496	0	96	32
1	1872	496	0	64	16
1	1904	528	0	32	48
1	1984	576	0	32	64

#5
1	2032	768	0	16	192
1	1968	640	0	64	16
1	2000	704	0	32	64
1	1664	608	0	352	32
1	1408	608	0	32	32
1	1344	608	0	32	32
1	1168	608	0	144	32

1	1072	640	0	64	64
1	1024	768	0	16	192
1	1024	768	0	272	16
1	1264	768	0	32	128

1	1472	624	0	16	16
1	1520	624	0	16	16
1	1568	624	0	16	16
1	1616	624	0	16	16

# BRICK SPEED UP  (type	x	y	ani_set_id	width	height	state (state = 100 BRICK_STATE_UP )
1	272	496	30501	16	16	100
1	288	496	30501	16	16	100

# BRICK SPEED BACK  (type	x	y	ani_set_id	width	height	state (state = 200 BRICK_STATE_BACK )
1	368	496	30511	16	16	200
1	384	496	30511	16	16	200
1	400	416	30511	16	16	200
1	416	416	30511	16	16	200
1	432	416	30511	16	16	200
1	448	416	30511	16	16	200
1	720	416	30511	16	16	200
1	736	416	30511	16	16	200
1	752	416	30511	16	16	200
1	768	416	30511	16	16	200

#flatforms moving: type = 4	x	y	ani_set_id	width	height	start	end	id_set_state (id_set_state = 100 : moving width, id_set_state = 200 :moving height )
4	192	648	30601	32	16	192	256	100
4	304	624	30601	32	16	688	624	200
4	424	688	30601	32	16	368	432	100
4	472	632	30601	32	16	688	624	200

# PLOSE : type=5	x	y	ami_set_id	width	height	state (state = 100 BRICK_STATE_UP )
5	544	432	0	32	16	100
5	672	432	0	32	16	100

5	592	272	0	96	48	100

5	544	80	0	48	48	100
5	832	96	0	128	64	100
5	1088	64	0	32	32	100
# PLOSE : type=5	x	y	ami_set_id	width	height	state (state = 200 BRICK_STATE_BACK )
5	480	432	0	32	16	200
5	608	432	0	32	16	200
5	800	448	0	64	32	200

5	912	304	0	48	48	200
5	768	256	0	32	32	200

5	704	64	0	32	32	200
5	768	96	0	32	32	200
5	1040	64	0	32	32	200
5	1184	64	0	64	32	200
#FIRE
8	720	224	80001
8	832	224	80001
8	848	224	80001

8	593	32	80001
8	609	32	80001
8	641	32	80001
8	657	32	80001
8	1009	32	80001
8	1105	32	80001
8	1937	32	80001
8	1921	32	80001
8	1905	32	80001
8	1889	32	80001
8	1873	32	80001
8	1857	32	80001
8	1841	32	80001
#SMALL PINION
9	880	304	90001
9	800	288	90001	

9	624	304	90001

#PINION
10	816	272	100001	0
10	832	272	100001	1
10	832	256	100001	2

10	592	336	100001	0
10	608	336	100001	1
10	608	320	100001	2
10	592	320	100001	3
#CORD
11	864	288	110001	1	
11	848	272	110001	1

11	800	272	110001	2

11	608	304	110001	2

#FALLEN BOMB
7	864	352	70001
7	816	352	70001

# ENEBLACK 
6	464	432	50100
6	512	448	50100
6	576	432	50100

6	624	288	50100

# GIMMICK
0	64	448	20101

#GUN
16	560	337	160001

