# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	map\map1\scene4\scene4_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	map\map1\scene4\scene4.png	255	0	0
50	textures\Hazards_and_Interactables.png	203	102	185
60	textures\enemy_right.png	0	0	255
70	textures\enemy_left.png	0	0	255


[MAP]
# TileSetID	MapY	MapX	TileSizeY	TileSizeX	MapMatrixPath

60300	60300	50	60301	50	60302	50	60303	50	60304	50	60305	50	60306	50	60307	50	60308	50	60309	50	60310	50	60311	50	60312	50	60313	50	60314	50

# FLY_SETTING
70100	50200	200	50201	400	50202	350	50203	300	50204	200

# FLY SETTING LEFT
70200	60200	200	60201	400	60202	350	60203	300	60204	200


# ==== BRICK ========
30101	30101	100
30102	30102	100
30103	30103	100
30104	30104	100
30105	30105	100
30106	30106	100
30107	30107	100
30108	30108	100
30109	30109	100
30110	30110	100
30111	30111	100
30112	30112	100
30113	30113	100

# ===FIRE====
80001	80001	100	80002	100	80003	100	80004	100

# ===SMALL PINION ===
90001	90001	100	90002	100	90003	100	90004	100

# ===PINION ===
100001	100001	100	100002	100	100003	100	100004	100
100011	100011	100	100012	100	100013	100	100014	100
100021	100021	100	100022	100	100023	100	100024	100
100031	100031	100	100032	100	100033	100	100034	100



# ===CORD===
110001	110001	100	110002	100	110003	100	110004	100
110011	110011	100	110012	100	110013	100	110014	100
110021	110021	100	110022	100	110023	100	110024	100
110031	110031	100	110032	100	110033	100	110034	100

# ===WORM===
120001	120001	230	120002	230
120011	120011	230	120012	230

#===TUBE===
150001	150001	100
150002	150002	100
150003	150003	100
150004	150004	100
150005	150005	100
150006	150006	100

# MAGIC STAR
#SMALL
40100	40100	50	40101	50
40101	40104	100	40105	100	40102	100	40103	100

#BIG
40110	40110	50	40111	50

#DIE
40120	40120	50	40121	50	40122	50	40123	50	40124	50

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GIMMICK				
20101	20101	20151	20201	20251	20301	20351	20401	20451	20501

#MAGIC STAR
40100	40100	40101	40110	40120

#ENEMY BLACK : WAL_R	WAL_L	FLY_R	FLY_L	WAL_FLY_R	WAL_FLY_L

50100	50100	60100	50200	60200	50300	60300	70100	70200

# BRICK
30101	30101
30102	30102
30103	30103
30104	30104
30105	30105
30106	30106
30107	30107
30108	30108
30109	30109
30110	30110
30111	30111
30112	30112
30113	30113

#FIRE
80001	80001

#SMALL PINION
90001	90001

#PINION
100001	100001	100011	100021	100031

#CORD
110001	110001	110011	110021	110031

#WORM
120001	120001	120011

#TUBE 
150001	150001	150002	150003	150004	150005	150006

#MAGIC STAR
40100	40100	40101	40110	40120

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Gimmick , 1 = Brick, 2 = Goomba

#SMALL PINION
9	48	48	90001

#PINION
10	96	96	100001	1
10	96	80	100001	2

10	32	144	100001	0
10	48	144	100001	1
10	48	128	100001	2

10	16	304	100001	1
10	16	288	100001	2

10	32	336	100001	0
10	48	336	100001	1
10	48	320	100001	2
10	32	320	100001	3

#CORD
11	64	64	110001	1
11	64	96	110001	0
11	48	112	110001	0
11	64	112	110001	2
11	32	304	110001	1
11	16	320	110001	1
# GIMMICK
0	50	356	20101

# BRICK
# BRICK
1	64	32	30101	16	16
1	80	32	30102	16	16
1	96	32	30102	16	16
1	112	32	30103	16	16
1	144	32	30101	16	16
1	160	32	30102	16	16
1	176	32	30102	16	16
1	192	32	30102	16	16
1	208	32	30103	16	16
1	144	16	30104	16	16
1	160	16	30105	16	16
1	176	16	30105	16	16
1	192	16	30105	16	16
1	208	16	30105	16	16
1	64	80	30101	16	16
1	80	80	30103	16	16
1	240	16	30104	16	16
1	240	32	30104	16	16
1	240	48	30104	16	16
1	240	64	30105	16	16
1	224	64	30108	16	16
1	208	64	30108	16	16
1	192	64	30108	16	16
1	176	64	30108	16	16
1	224	80	30105	16	16
1	208	80	30105	16	16
1	192	80	30105	16	16
1	224	96	30105	16	16
1	240	96	30105	16	16
1	208	96	30105	16	16
1	240	112	30105	16	16
1	224	112	30105	16	16
1	208	112	30102	16	16
1	240	128	30105	16	16
1	224	128	30104	16	16
1	240	144	30105	16	16
1	224	144	30104	16	16
1	240	160	30105	16	16
1	224	160	30104	16	16
1	240	176	30105	16	16
1	224	176	30105	16	16
1	208	176	30104	16	16
1	240	192	30105	16	16
1	224	192	30105	16	16
1	208	192	30104	16	16
1	240	208	30104	16	16
1	208	208	30104	16	16
1	240	224	30104	16	16
1	208	224	30101	16	16
1	160	224	30113	16	16
1	112	224	30113	16	16
1	240	240	30104	16	16
1	240	256	30104	16	16
1	240	272	30104	16	16
1	240	288	30105	16	16
1	224	288	30108	16	16
1	208	288	30108	16	16
1	192	288	30108	16	16
1	176	288	30108	16	16
1	160	288	30108	16	16
1	144	288	30107	16	16
1	240	304	30105	16	16
1	224	304	30102	16	16
1	208	304	30102	16	16
1	192	304	30102	16	16
1	176	304	30102	16	16
1	160	304	30105	16	16
1	144	304	30105	16	16
1	128	304	30108	16	16
1	112	304	30108	16	16
1	96	304	30108	16	16
1	80	304	30108	16	16
1	128	320	30105	16	16
1	112	320	30105	16	16
1	128	336	30102	16	16
1	112	336	30102	16	16
1	240	320	30104	16	16
1	240	336	30104	16	16
1	240	352	30104	16	16
1	240	368	30104	16	16
1	240	384	30104	16	16
1	208	336	30108	16	16
1	208	352	30105	16	16
1	208	368	30105	16	16
1	208	384	30105	16	16
1	192	336	30107	16	16
1	192	352	30104	16	16
1	192	368	30104	16	16
1	192	384	30105	16	16
1	176	384	30108	16	16
1	160	384	30108	16	16
1	144	384	30108	16	16
1	128	384	30108	16	16
1	112	384	30108	16	16
1	96	384	30108	16	16
1	80	384	30108	16	16
1	64	384	30108	16	16
1 	48	384	30108	16	16
1 	32	384	30108	16	16
1 	16	384	30108	16	16
1 	0	384	30105	16	16
1	0	368	30104	16	16
1	0	352	30104	16	16
1	0	336	30104	16	16
1	0	320	30104	16	16
1	0	304	30104	16	16
1	0	288	30104	16	16
1	0	272	30105	16	16
1	16	272	30102	16	16
1	32	272	30102	16	16
1	48	272	30103	16	16
1	0	256	30105	16	16
1	16	256	30105	16	16
1	32	256	30105	16	16
1	48	256	30106	16	16
1	80	256	30113	16	16
1	0	240	30105	16	16
1	16	240	30108	16	16
1	32	240	30108	16	16
1	48	240	30109	16	16
1	0	224	30106	16	16
1	0	208	30106	16	16
1	32	208	30102	16	16
1	48	208	30102	16	16
1	64	208	30103	16	16
1	0	192	30106	16	16
1	32	192	30104	16	16
1	48	192	30105	16	16
1	64	192	30106	16	16
1	0	176	30106	16	16
1	32	176	30107	16	16
1	48	176	30108	16	16
1	64	176	30109	16	16
1	0	160	30106	16	16
1	0	144	30106	16	16
1	0	128	30105	16	16
1	16	128	30102	16	16
1	32	128	30103	16	16
1	0	112	30105	16	16
1	16	112	30108	16	16
1	32	112	30109	16	16
1	0	96	30106	16	16
1	0	80	30106	16	16
1	0	64	30106	16	16
1	0	48	30106	16	16
1	0	32	30106	16	16
1	0	16	30106	16	16

#FIRE 
8	16	32	80001
8	32	32	80001
8	48	32	80001
8	128	32	80001

8	224	224	80001



#WORM
12	64	93	120001	64	80

#TUBE
15	224	16	150001	1
15	224	32	150001	1
15	224	48	150001	2
15	208	48	150001	0

15	16	176	150001	1
15	16	192	150001	1
15	16	208	150001	1
15	16	224	150001	3
15	32	224	150001	0

15	224	384	150001	1
15	224	368	150001	1
15	224	352	150001	1
15	224	336	150001	1

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2
