# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	map\map1\scene2\scene2_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	map\map1\scene2\scene2.png	255	0	0
50	textures\Hazards_and_Interactables.png	203	102	185
60	textures\enemy_right.png	0	0	255
70	textures\enemy_left.png	0	0	255

[MAP]
# TileSetID	MapY	MapX	TileSizeY	TileSizeX	MapMatrixPath

20501	20501	200	20502	400	20503	600	20504	800

# MAGIC STAR
#SMALL
40100	40100	50	40101	50
40101	40104	100	40105	100	40102	100	40103	100

#BIG
40110	40110	50	40111	50

#DIE
40120	40120	50	40121	50	40122	50	40123	50	40124	50

#ENEMY BLACK
# WALKING RIGHT
50100	50100	100	50101	100	50102	100
# FLY
50200	50200	100	50201	100	50202	100	50203	100	50204	100
# WALKING FLY RIGHT
50300	50300	100	50301	100	50302	100	50303	100	50304	100	50305	100	50306	100	50307	50	50308	50	50309	50	50310	50	50311	50	50312	50	50313	50	50314	50

# WALKING LEFT
60100	60100	100	60101	100	60102	100
# FLY
60200	60200	100	60201	100	60202	100	60203	100	60204	100
# WALKING FLY LEFT
60300	60300	50	60301	50	60302	50	60303	50	60304	50	60305	50	60306	50	60307	50	60308	50	60309	50	60310	50	60311	50	60312	50	60313	50	60314	50

# FLY_SETTING
70100	50200	200	50201	400	50202	350	50203	300	50204	200

# FLY SETTING LEFT
70200	60200	200	60201	400	60202	350	60203	300	60204	200


# ==== BRICK ========
30100	30100	100
30101	30101	100
30102	30102	100
30103	30103	100
30104	30104	100
30105	30105	100
30106	30106	100
30107	30107	100
30108	30108	100
30109	30109	100
30110	30110	100
30111	30111	100
30112	30112	100
30113	30113	100
30114	30114	100
30115	30115	100
30116	30116	100
30117	30117	100

# ===FALLENBOMB ======
#idle
70001	70001	50	70002	50	70003	50	70004	50
#fall
70101	70101	100
#explode
70201	70201	50	70202	50	70203	50	70204	50

# ===FIRE====
80001	80001	100	80002	100	80003	100	80004	100

# ===SMALL PINION ===
90001	90001	100	90002	100	90003	100	90004	100

# ===PINION ===
100001	100001	100	100002	100	100003	100	100004	100
100011	100011	100	100012	100	100013	100	100014	100
100021	100021	100	100022	100	100023	100	100024	100
100031	100031	100	100032	100	100033	100	100034	100

# ===CORD===
110001	110001	100	110002	100	110003	100	110004	100
110011	110011	100	110012	100	110013	100	110014	100
110021	110021	100	110022	100	110023	100	110024	100
110031	110031	100	110032	100	110033	100	110034	100

#===TUBE===
150001	150001	100
150002	150002	100
150003	150003	100
150004	150004	100
150005	150005	100
150006	150006	100

#===GUN===
160001	160001	2200	160002	250
170001	170001	100


[ANIMATION_SETS]
# GIMMICK				
20101	20101	20151	20201	20251	20301	20351	20401	20451	20501

#MAGIC STAR
40100	40100	40101	40110	40120

#ENEMY BLACK : WAL_R	WAL_L	FLY_R	FLY_L	WAL_FLY_R	WAL_FLY_L

50100	50100	60100	50200	60200	50300	60300	70100	70200

# BRICK
30100	30100
30101	30101
30102	30102
30103	30103
30104	30104
30105	30105
30106	30106
30107	30107
30108	30108	
30109	30109
30110	30110
30111	30111
30112	30112
30113	30113
30114	30114
30115	30115
30116	30116
30117	30117

#FALLENBOMB
70001	70001	70101	70201

#FIRE
80001	80001

#SMALL PINION
90001	90001

#PINION
100001	100001	100011	100021	100031

#CORD
110001	110001	110011	110021	110031

#TUBE 
150001	150001	150002	150003	150004

#GUN
160001	160001	

#BULLET
170001	170001	70201


[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Gimmick , 1 = Brick, 2 = Goomba, 7 = Fallen Bomb, 8 = Fire


# BRICK
1	496	192	30100	16	192
1	448	112	30101	48	112
1	448	192	30102	32	48
1	0	192	30103	448	32
1	352	64	30104	96	64
1	416	80	30105	32	16
1	432	96	30106	16	16
1	288	64	30107	32	64
1	224	32	30108	64	32
1	272	48	30109	16	16
1	256	160	30110	32	48
1	48	32	30111	160	32
1	48	80	30112	32	48
1	0	160	30113	32	160
1	80	64	30114	16	32
1	96	48	30115	32	16
1	48	128	30116	16	16
1	112	160	30117	48	32

#FIRE
8	208	32	80001

8	320	32	80001
8	336	32	80001

#SMALL PINION
9	368	112	90001
9	288	96	90001	

9	112	112	90001

#PINION
10	304	80	100001	0
10	320	80	100001	1
10	320	64	100001	2

10	80	144	100001	0
10	96	144	100001	1
10	96	128	100001	2
10	80	128	100001	3
#CORD
11	352	96	110001	1	
11	336	80	110001	1

11	288	80	110001	2

11	96	112	110001	2

#FALLEN BOMB
7	352	160	70001
7	304	160	70001

# GIMMICK
0	480	192	20101

#TUBE
15	480	192	150001	1
15	480	176	150001	1

15	32	16	150001	1
15	32	32	150001	1
15	32	48	150001	1

#GUN
16	48	145	160001

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	32	16	0	48	0	3
