# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	map\map1\scene1\scene1_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	map\map1\scene1\scene1.png	255	0	0
60	textures\enemy_right.png	0	0	255
70	textures\enemy_left.png	0	0	255

[MAP]
# TileSetID	MapY	MapX	TileSizeY	TileSizeX	MapMatrixPath

150005	69	154	85	170	30
150006	86	154	102	170	30

#MAGIC STAR
#SMALL
40100	8	141	16	149	10
40101	20	141	28	149	10

40102	228	134	254	161	10
40103	256	134	282	161	10

40104	171	134	197	161	10
40105	200	134	226	161	10

#BIG
40110	284	141	300	157	10
40111	302	141	318	157	10

#DIE
40120	326	145	336	155	10
40121	340	142	356	157	10
40122	359	142	375	157	10
40123	380	145	392	155	10
40124	397	146	405	154	10

#ENEMY BLACK
#RIGHT
#WALKING
50100	20	1	36	17	60
50101	2	1	18	17	60
50102	38	1	54	17	60

#FLY
50200	2	19	18	36	60
50201	20	19	36	36	60
50202	38	19	54	36	60
50203	56	19	72	36	60
50204	74	19	90	36	60

#WALKING FLY
50300	111	18	127	36	60
50301	129	18	145	36	60
50302	147	18	163	36	60

50303	177	18	193	36	60
50304	195	18	211	36	60
50305	213	18	229	36	60

50306	245	18	261	36	60
50307	263	18	279	36	60
50308	281	18	297	36	60

50309	310	18	326	36	60
50310	328	18	344	36	60
50311	346	18	362	36	60

50312	378	18	394	36	60
50313	396	18	412	36	60
50314	414	18	430	36	60

#LEFT
#WALKING
60100	660	1	676	17	70
60101	678	1	694	17	70
60102	642	1	658	17	70

#FLY
60200	678	19	694	36	70
60201	660	19	676	36	70
60202	642	19	658	36	70
60203	624	19	640	36	70
60204	606	19	622	36	70

#WALKING FLY
60300	569	18	585	36	70
60301	551	18	567	36	70
60302	533	18	549	36	70

60303	503	18	519	36	70
60304	485	18	501	36	70
60305	467	18	483	36	70

60306	435	18	451	36	70
60307	417	18	433	36	70
60308	399	18	415	36	70

60309	370	18	386	36	70
60310	352	18	368	36	70
60311	334	18	350	36	70

60312	302	18	318	36	70
60313	284	18	300	36	70
60314	266	18	282	36	70

#PORTAL
500001	120	24	136	40	10



						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== GIMMICK=========
# idle right					
20101	20101	1000	20102	100
# idle left					
20151	20151	1000	20152	100
# walk right					
20201	20201	100	20202	100	20203	100	20204	100	20205	100	20206	100
# walk left					
20251	20251	100	20252	100	20253	100	20254	100	20255	100	20256	100
# jump right					
20301	20301	100
# jump left					
20351	20351	100
# stunned right
20401	20401	100	20402	100	20403	100	20404	100	20405	100	20406	100	20407	100	20408	100	20409	100
# stunned left
20451	20451	100	20452	100	20453	100	20454	100	20455	100	20456	100	20457	100	20458	100	20459	100
#die
20501	20501	200	20502	400	20503	600	20504	800
	
# ==== BRICK ========

30100	30100	100
30101	30101	100
30102	30102	100
30103	30103	100
30104	30104	100
30105	30105	100
30106	30106	100
30107	30107	100
30108	30108	100
30109	30109	100
30110	30110	100
30111	30111	100
30112	30112	100
30113	30113	100
30114	30114	100
30115	30115	100
30116	30116	100
30117	30117	100
30118	30118	100
30119	30119	100
30120	30120	100
30121	30121	100
30122	30122	100
30123	30123	100

# ==== BRICK SPEED UP ===
30501	30501	50	30502	50	30503	50	30504	50

# ==== BRICK SPEED BACK ===
30511	30511	50	30512	50	30513	50	30514	50

# ====PLATFORMSMOVING===
30601	30601	100

# ===SLOPE=====
#BACK
30701	30701	100
30702	30702	100
#UP
30751	30751	100

#===TUBE===
150001	150001	100
150002	150002	100
150003	150003	100
150004	150004	100
150005	150005	100
150006	150006	100

# MAGIC STAR
#SMALL
40100	40100	50	40101	50
40101	40104	100	40105	100	40102	100	40103	100

#BIG
40110	40110	50	40111	50

#DIE
40120	40120	50	40121	50	40122	50	40123	50	40124	50

#ENEMY BLACK
# WALKING RIGHT
50100	50100	100	50101	100	50102	100
# FLY
50200	50200	100	50201	100	50202	100	50203	100	50204	100
# WALKING FLY RIGHT
50300	50300	100	50301	100	50302	100	50303	100	50304	100	50305	100	50306	100	50307	50	50308	50	50309	50	50310	50	50311	50	50312	50	50313	50	50314	50

# WALKING LEFT
60100	60100	100	60101	100	60102	100
# FLY
60200	60200	100	60201	100	60202	100	60203	100	60204	100
# WALKING FLY LEFT
60300	60300	50	60301	50	60302	50	60303	50	60304	50	60305	50	60306	50	60307	50	60308	50	60309	50	60310	50	60311	50	60312	50	60313	50	60314	50

# FLY_SETTING
70100	50200	200	50201	400	50202	350	50203	300	50204	200

# FLY SETTING LEFT
70200	60200	200	60201	400	60202	350	60203	300	60204	200

500001	500001	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GIMMICK				
20101	20101	20151	20201	20251	20301	20351	20401	20451	20501

# BRICK
30100	30100
30101	30101
30102	30102
30103	30103
30104	30104
30105	30105
30106	30106
30107	30107
30108	30108
30109	30109
30110	30110
30111	30111
30112	30112
30113	30113
30114	30114
30115	30115
30116	30116
30117	30117
30118	30118
30119	30119
30120	30120
30121	30121
30122	30122
30123	30123


# BRICK SPEED UP
30501	30501

# BRICK SPEED BACK
30511	30511


# PLATFORMSMOVING
30601	30601

# SLOPE
30701	30701
30751	30751
30702	30702

#TUBE 
150001	150001	150002	150003	150004

#MAGIC STAR
40100	40100	40101	40110	40120

#ENEMY BLACK : WAL_R	WAL_L	FLY_R	FLY_L	WAL_FLY_R	WAL_FLY_L

50100	50100	60100	50200	60200	50300	60300	70100	70200




[OBJECTS]
# type: 0 = Gimmick , 1 = Brick, 2 = Goomba, 4= Platforms Moving, 5 = Slope, 6 = ENEMY BLACK

# BRICK : type	x	y	ani_set_id	width	height

1	0	16	30100	992	16
1	0	384	30101	176	16
1	0	384	30102	16	384
1	16	32	30103	192	16
1	208	48	30104	32	32
1	240	32	30105	48	16
1	288	64	30106	96	48
1	384	32	30107	16	16
1	464	32	30108	16	16
1	512	48	30109	32	32
1	576	32	30110	32	16
1	640	48	30111	32	32
1	704	32	30112	16	16
1	784	32	30113	16	16
1	864	64	30114	16	48
1	864	64	30114	16	48
1	880	96	30115	32	80
1	912	32	30116	80	16

1	944	80	30117	64	32
1	1008	384	30118	16	384
1	992	144	30119	16	16

1	944	208	30120	32	16
1	688	240	30120	32	16
1	896	240	30121	16	16
1	832	240	30121	16	16
1	768	240	30121	16	16
1	608	240	30121	16	16
1	560	288	30121	16	16

1	16	240	30122	160	32
1	48	272	30123	64	64






# BRICK SPEED UP  (type	x	y	ani_set_id	width	height	state (state = 100 BRICK_STATE_UP )
1	272	112	30501	16	16	100
1	288	112	30501	16	16	100

# BRICK SPEED BACK  (type	x	y	ani_set_id	width	height	state (state = 200 BRICK_STATE_BACK )
1	368	112	30511	16	16	200
1	384	112	30511	16	16	200
1	400	32	30511	16	16	200
1	416	32	30511	16	16	200
1	432	32	30511	16	16	200
1	448	32	30511	16	16	200
1	720	32	30511	16	16	200
1	736	32	30511	16	16	200
1	752	32	30511	16	16	200
1	768	32	30511	16	16	200

#flatforms moving: type = 4	x	y	ani_set_id	width	height	start	end	id_set_state (id_set_state = 100 : moving width, id_set_state = 200 :moving height )
4	192	264	30601	32	16	192	256	100
4	304	240	30601	32	16	304	240	200
4	424	304	30601	32	16	368	432	100
4	472	248	30601	32	16	304	240	200

# PLOSE : type=5	x	y	ami_set_id	width	height	state (state = 100 BRICK_STATE_UP )
5	544	48	30751	32	16	100
5	672	48	30751	32	16	100
# PLOSE : type=5	x	y	ami_set_id	width	height	state (state = 200 BRICK_STATE_BACK )
5	480	48	30701	32	16	200
5	608	48	30701	32	16	200
5	800	64	30702	64	32	200

#ENEMY BLACK
6	128	64	50100
# GIMMICK
0	64	64	20101

#TUBE
15	976	48	150001	0
15	992	48	150001	2
15	992	32	150001	1
15	992	16	150001	1

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	992	16	0	1008	0	2
